分類,市町村コード,No,都道府県,市区町村名,地域区分,設置主体,運営主体,保育所型認定こども園,設置・運営主体名,名称,郵便番号,住所,建物ビル名,階数,部屋番号等,緯度,経度,電話番号,内線番号,FAX番号,URL,利用定員（2号）,利用定員（3号）,施設長又は代表者,認可・認定年月日（和暦）,認可・認定年月日（西暦）,備考,更新年月日
道内認可保育所,12084,北海道-293,北海道,北見市,オホーツク,社福,社福,○,遊子社,認定こども園緑ヶ丘遊子,090-0067,北見市緑ヶ丘4丁目36番9号,,,,43.823028,143.864422,0157-22-4155,,,,31,29,高橋　茂生,昭和60年4月1日,1985/4/1,,2022/3/15
道内認可保育所,12084,北海道-294,北海道,北見市,オホーツク,有限,有限,,つくし保育園,つくし保育園,090-0818,北見市本町1丁目1番8号 日研ﾋﾞﾙ,,,,43.8007,143.8933,0157-68-1811,,,,15,25,吉田　晶子,平成30年11月1日,2018/11/1,,2022/3/15
道内認可保育所,12084,北海道-295,北海道,北見市,オホーツク,有限,有限,,有限会社キューピーシー総企画,キューピーキャッスル保育園,090-0069,北見市美山町東2丁目68番地17,,,,43.8278,143.8838,0157-31-6549,,,,42,18,鈴木　香代子,令和3年4月1日,2021/4/1,,2022/3/15
道内認可保育所,12114,北海道-296,北海道,網走市,オホーツク,社福,社福,,網走愛育会,いせの里保育園,093-0081,網走市北11条西4丁目1-5,,,,44.0281,144.2585,0152-44-7591,,,,66,54,吉岡　美代,昭和56年4月1日,1981/4/1,,2022/3/15
道内認可保育所,12114,北海道-297,北海道,網走市,オホーツク,市,市,,,ひまわり保育園,093-0033,網走市駒場北4丁目2番18号,,,,44.0043,144.2813,0152-44-6884,,,,42,30,高畑　公朋,昭和45年2月1日,1970/2/1,,2022/3/15
道内認可保育所,12190,北海道-298,北海道,紋別市,オホーツク,市,株式,,共立メンテナンス,渚滑保育所,099-5171,紋別市渚滑町4丁目26番地の46,,,,44.3739,143.3183,0158-23-3639,,,,18,12,種村　由美,昭和31年9月10日,1956/9/10,,2022/3/15
道内認可保育所,12190,北海道-299,北海道,紋別市,オホーツク,市,株式,,共立メンテナンス,紋別保育所,094-0007,紋別市落石町1丁目3番73号,,,,44.3634,143.347,0158-23-2826,,,,60,30,岩松　極,昭和28年5月1日,1953/5/1,,2022/3/15
道内認可保育所,12190,北海道-300,北海道,紋別市,オホーツク,市,市,,紋別市,みどり保育所,094-0014,紋別市緑町5丁目2番28号,,,,44.3475,143.3451,0158-23-3865,,,,60,30,斎藤　洋子,昭和40年12月1日,1965/12/1,,2022/3/15
道内認可保育所,15431,北海道-301,北海道,美幌町,オホーツク,町,町,,,美幌保育園,092-0062,網走郡美幌町字西2条北2丁目4番地54,,,,43.82561687,144.1011368,0152-73-2853,,,,40,20,片平　英樹,昭和36年4月1日,1961/4/1,,2022/3/15
道内認可保育所,15431,北海道-302,北海道,美幌町,オホーツク,町,町,,,東陽保育園,092-0012,網走郡美幌町字栄町4丁目4-12,,,,43.8308394,144.1096966,0152-72-4324,,,,48,12,片平　英樹,昭和53年1月1日,1978/1/1,,2022/3/15
道内認可保育所,15458,北海道-303,北海道,斜里町,オホーツク,町,町,,,双葉保育園,099-4114,斜里郡斜里町朝日町5番地6,,,,43.91038893,144.6745967,0152-23-3340,,,,87,23,佐竹　恵美,昭和47年11月11日,1972/11/11,,2022/3/15
道内認可保育所,15458,北海道-304,北海道,斜里町,オホーツク,町,町,,,はまなす保育園,099-4116,斜里郡斜里町文光町10番地2,,,,43.90862,144.654848,0152-23-1263,,,,60,30,牧野　早恵子,昭和53年12月1日,1978/12/1,,2022/3/15
道内認可保育所,15466,北海道-305,北海道,清里町,オホーツク,町,町,,,清里保育所,099-4405,斜里郡清里町羽衣町31番地,,,,43.834516,144.597383,0152-25-3182,,,,42,18,水尾　和広,昭和51年4月1日,1976/4/1,,2022/3/15
道内認可保育所,15466,北海道-306,北海道,清里町,オホーツク,町,町,,,札弦保育所,099-4521,斜里郡清里町札弦町30番地,,,,43.7850574,144.5339531,0152-26-2150,,,,50,10,水尾　和広,昭和54年4月1日,1979/4/1,,2022/3/15
道内認可保育所,15474,北海道-307,北海道,小清水町,オホーツク,町,町,,,小清水町立小清水保育所,099-3642,斜里郡小清水町南町2丁目30番19号,,,,43.851316,144.463339,0152-62-2702,,,,53,37,組野　麻記,昭和30年4月1日,1955/4/1,,2022/3/15
道内認可保育所,15504,北海道-308,北海道,置戸町,オホーツク,社福,社福,○,信愛会,認定こども園置戸町こどもセンターどんぐり,099-1118,常呂郡置戸町字置戸398番地の85,,,,43.67268444,143.5847672,0157-52-3851,,,,51,29,赤松　由香,昭和52年4月1日,1977/4/1,,2022/3/15
道内認可保育所,15521,北海道-309,北海道,佐呂間町,オホーツク,町,町,,,佐呂間町立佐呂間保育所,093-0504,常呂郡佐呂間町字西富24番地4,,,,44.012401,143.772562,01587-2-3647,,,,102,48,安藤　誠司,昭和52年1月1日,1977/1/1,,2022/3/15
道内認可保育所,15555,北海道-310,北海道,遠軽町,オホーツク,町,町,,,遠軽町安国保育所,099-0622,紋別郡遠軽町生田原安国27番地2,,,,43.992984,143.538973,0158-46-2055,,,,23,22,村山　小百合,昭和34年12月1日,1959/12/1,,2022/3/15
道内認可保育所,15555,北海道-311,北海道,遠軽町,オホーツク,町,町,,,遠軽町生田原保育所,099-0701,紋別郡遠軽町生田原617番地,,,,43.91936959,143.5403263,0158-45-2417,,,,38,22,村山　小百合,昭和29年5月1日,1954/5/1,,2022/3/15
道内認可保育所,15555,北海道-312,北海道,遠軽町,オホーツク,町,町,,,遠軽町東保育所,099-0403,紋別郡遠軽町1条通北3丁目1番地1,,,,44.06271006,143.5272052,0158-42-5316,,,,54,46,奥山　直美,昭和49年4月1日,1974/4/1,,2022/3/15
道内認可保育所,15555,北海道-313,北海道,遠軽町,オホーツク,町,町,,,遠軽町西保育所,099-0428,紋別郡遠軽町西町2丁目6番地54,,,,44.05308444,143.5157478,0158-42-2034,,,,66,34,奥山　直美,昭和28年6月22日,1953/6/22,,2022/3/15
道内認可保育所,15555,北海道-314,北海道,遠軽町,オホーツク,町,町,,,遠軽町南保育所,099-0421,紋別郡遠軽町福路1丁目12番地12,,,,44.04955499,143.5193199,0158-42-1751,,,,66,34,奥山　直美,昭和51年10月1日,1976/10/1,,2022/3/15
道内認可保育所,15555,北海道-315,北海道,遠軽町,オホーツク,町,町,,,遠軽町丸瀬布保育所,099-0205,紋別郡遠軽町丸瀬布東町113番地,,,,44.00987604,143.3430546,0158-47-2072,,,,34,26,島岡　裕加里,昭和53年1月1日,1978/1/1,,2022/3/15
道内認可保育所,15598,北海道-316,北海道,湧別町,オホーツク,町,町,,,湧別町立中湧別保育所,099-6324,紋別郡湧別町中湧別中町3021番地の1,,,,44.183266,143.594044,01586-2-2259,,,,70,20,伊藤　智恵子,昭和41年4月1日,1966/4/1,,2022/3/15
道内認可保育所,15598,北海道-317,北海道,湧別町,オホーツク,町,町,,,湧別町立上湧別保育所,099-6501,紋別郡湧別町上湧別屯田市街地71番地の1,,,,44.1507705,143.5699523,01586-2-2490,,,,80,10,伊藤　智恵子,昭和52年1月1日,1977/1/1,,2022/3/15
道内認可保育所,15598,北海道-318,北海道,湧別町,オホーツク,町,町,,,湧別町立芭露保育所,093-0731,紋別郡湧別町芭露413番地,,,,44.15135348,143.6895304,01586-6-2026,,,,40,5,伊藤　智恵子,昭和54年4月1日,1979/4/1,,2022/3/15
道内認可保育所,15598,北海道-319,北海道,湧別町,オホーツク,町,町,,,湧別町立湧別保育所,099-6404,紋別郡湧別町栄町143番地の1,,,,44.2212339,143.6125539,01586-5-2234,,,,90,30,伊藤　智恵子,昭和52年1月1日,1977/1/1,,2022/3/15
道内認可保育所,15610,北海道-320,北海道,興部町,オホーツク,町,町,,,沙留保育所,098-1941,紋別郡興部町字沙留319-8,,,,44.434636,143.223683,0158-83-2503,,,,40,5,坂東　孝幸　,昭和50年12月1日,1975/12/1,,2022/3/15
道内認可保育所,15610,北海道-321,北海道,興部町,オホーツク,町,学校,,学校法人　はまなす学園,興部保育所,098-1614,紋別郡興部町字興部1322番地の16,,,,44.468759,143.115193,0158-82-2707,,,,36,9,小山　哲夫,昭和49年4月1日,1974/4/1,,2022/3/15
道内認可保育所,15636,北海道-322,北海道,雄武町,オホーツク,町,町,○,,認定こども園雄武町若草保育所,098-1702,紋別郡雄武町字雄武1090番地,,,,44.5896772,142.9574881,0158-84-2326,,,,71,39,大水　麻理,昭和26年4月1日,1951/4/1,,2022/3/15
道内認可保育所,12076,北海道-323,北海道,帯広市,十勝,社福,社福,,慧誠会,やまびこ保育所,080-2469,帯広市西19条南4丁目32番17号,,,,42.910662,143.15361,0155-33-9290,,,,54,36,橋本　充久仁,昭和56年4月1日,1981/4/1,,2022/3/15
道内認可保育所,12076,北海道-324,北海道,帯広市,十勝,社福,社福,,弥生福祉会,こでまり保育園,080-0044,帯広市西14条北2丁目1番地8,,,,42.932644,143.179706,0155-38-2324,,,,51,39,合田　隆司,平成15年4月1日,2003/4/1,,2022/3/15
道内認可保育所,12076,北海道-325,北海道,帯広市,十勝,社福,社福,,帯広保育事業協会,みのり保育園,080-2472,帯広市西22条南4丁目11番地1,,,,42.909417,143.136421,0155-33-7360,,,,66,54,畔木　玲子,平成2年4月1日,1990/4/1,,2022/3/15
道内認可保育所,12076,北海道-326,北海道,帯広市,十勝,社福,社福,,帯広保育事業協会,稲田保育園,080-0025,帯広市西15条南40丁目2番地1,,,,42.88315,143.185265,0155-48-2206,,,,54,36,福島　政幸,昭和61年4月1日,1986/4/1,,2022/3/15
道内認可保育所,12076,北海道-327,北海道,帯広市,十勝,社福,社福,,帯広保育事業協会,あけぼの保育園,080-2475,帯広市西25条南1丁目14番地11,,,,42.92091,143.115446,0155-37-3200,,,,68,52,玉置　浩恵,昭和59年4月1日,1984/4/1,,2022/3/15
道内認可保育所,12076,北海道-328,北海道,帯広市,十勝,社福,社福,,弥生福祉会,ひばり保育園,080-0038,帯広市西8条北5丁目6番地,,,,42.9364,143.1909,0155-24-2763,,,,51,39,河_　弥生,平成31年4月1日,2019/4/1,,2022/3/15
道内認可保育所,12076,北海道-329,北海道,帯広市,十勝,市,市,,,帯広市帯広保育所,080-0803,帯広市東3条南11丁目13番地,,,,42.9198,143.2098,0155-23-5429,,,,57,33,八鍬　瑞恵,昭和23年12月1日,1948/12/1,,2022/3/15
道内認可保育所,12076,北海道-330,北海道,帯広市,十勝,社福,社福,,竜谷保育会,藤花保育園,080-0016,帯広市西6条南2丁目11番地,,,,42.929801,143.194966,0155-24-6702,,,,81,39,佐々木　泰子,昭和29年12月1日,1954/12/1,,2022/3/15
道内認可保育所,12076,北海道-331,北海道,帯広市,十勝,市,市,,,帯広市すずらん保育所,080-0058,帯広市柏林台西町5丁目1番地2,,,,42.9236,143.1668,0155-36-2389,,,,68,52,神崎　洋子,昭和45年4月1日,1970/4/1,,2022/3/15
道内認可保育所,12076,北海道-332,北海道,帯広市,十勝,市,市,,,帯広市緑ヶ丘保育所,080-0844,帯広市緑ヶ丘東通東27番地1,,,,42.9101,143.1864,0155-24-4449,,,,58,32,三宅　智子,令和2年12月1日,2020/12/1,,2022/3/15
道内認可保育所,12076,北海道-333,北海道,帯広市,十勝,社福,社福,,慧誠会,ときわの森保育所,080-0026,帯広市西16条南5丁目22番5号,,,,42.906831,143.176719,0155-35-4292,,,,63,57,伊木　美香,平成20年4月1日,2008/4/1,,2022/3/15
道内認可保育所,12076,北海道-334,北海道,帯広市,十勝,社福,社福,,慧誠会,つばさ保育所,080-2472,帯広市西22条南3丁目13番地1,,,,42.914772,143.13575,0155-33-6111,,,,36,24,傳法　芳衣,昭和50年4月1日,1975/4/1,,2022/3/15
道内認可保育所,12076,北海道-335,北海道,帯広市,十勝,社福,社福,,竜谷保育会,鉄南保育園,080-0019,帯広市西9条南14丁目2番地,,,,42.915747,143.191939,0155-24-5059,,,,90,60,前原　匡宏,昭和25年9月1日,1950/9/1,,2022/3/15
道内認可保育所,12076,北海道-336,北海道,帯広市,十勝,市,市,,,帯広市豊成保育所,080-0871,帯広市清流東1丁目7番地4,,,,42.8796,143.1977,0155-48-6630,,,,71,49,服部　由佳,昭和50年4月1日,1975/4/1,,2022/3/15
道内認可保育所,12076,北海道-337,北海道,帯広市,十勝,社福,社福,,慧誠会,あやめ保育所,080-0027,帯広市西17条南3丁目39番10号,,,,42.915694,143.166358,0155-35-3527,,,,63,27,澤崎　千尋,平成30年4月1日,2018/4/1,,2022/3/15
道内認可保育所,12076,北海道-338,北海道,帯広市,十勝,市,市,,,帯広市青葉保育所,080-0013,帯広市西3条南25丁目16番地,,,,42.9029,143.2036,0155-22-3453,,,,64,26,横山　典恵,昭和46年6月1日,1971/6/1,,2022/3/15
道内認可保育所,12076,北海道-339,北海道,帯広市,十勝,社福,社福,,竜谷保育会,さくら保育園,080-0847,帯広市公園東町4丁目7番地2,,,,42.904947,143.19386,0155-22-1881,,,,54,36,渡辺　浩美,平成20年4月1日,2008/4/1,,2022/3/15
道内認可保育所,12076,北海道-340,北海道,帯広市,十勝,市,市,,,帯広市松葉保育所,080-2473,帯広市西23条南1丁目129番地,,,,42.9219,143.1275,0155-37-5841,,,,62,28,竹田　万希子,昭和51年4月1日,1976/4/1,,2022/3/15
道内認可保育所,12076,北海道-341,北海道,帯広市,十勝,社福,社福,,帯広若光福祉会,帯広南町保育園,080-0861,帯広市南の森東2丁目8番地5,,,,42.882114,143.174433,0155-48-6171,,,,69,51,六楽内　千春,昭和55年4月1日,1980/4/1,,2022/3/15
道内認可保育所,12076,北海道-342,北海道,帯広市,十勝,市,市,,,帯広市依田保育所,080-0817,帯広市依田町5番地4,,,,42.9281,143.217,0155-25-1002,,,,60,30,山崎　和恵,昭和54年4月1日,1979/4/1,,2022/3/15
道内認可保育所,12076,北海道-343,北海道,帯広市,十勝,社福,社福,,弥生福祉会,あじさい保育園,080-0809,帯広市東9条南19丁目1番地1,,,,42.911814,143.221201,0155-25-4510,,,,72,48,松山　久子,昭和53年4月1日,1978/4/1,,2022/3/15
道内認可保育所,12076,北海道-344,北海道,帯広市,十勝,社福,社福,,慧誠会,すいせい保育所,080-0012,帯広市西2条南6丁目14番地,,,,42.92531723,143.2021849,0155-22-3241,,,,15,15,森　大輔,平成3年10月1日,1991/10/1,,2022/3/15
道内認可保育所,12076,北海道-345,北海道,帯広市,十勝,市,市,,,帯広市日赤東保育所,080-0810,帯広市東10条南8丁目1番地46,,,,42.9244,143.2221,0155-23-7415,,,,53,37,益子　善恵,昭和41年5月1日,1966/5/1,,2022/3/15
道内認可保育所,12076,北海道-346,北海道,帯広市,十勝,社福,社福,,帯広若光福祉会,森の子保育園,080-0838,帯広市大空町1丁目12番地,,,,42.88018,143.151877,0155-47-6670,,,,77,63,高橋　修一,平成16年4月1日,2004/4/1,,2022/3/15
道内認可保育所,12076,北海道-347,北海道,帯広市,十勝,社福,社福,,池田光寿会,栄保育園,080-0047,帯広市西17条北2丁目30番24号,,,,42.939102,143.164702,0155-34-5238,,,,66,54,片山　亨,平成22年4月1日,2010/4/1,,2022/3/15
道内認可保育所,12076,北海道-348,北海道,帯広市,十勝,社福,社福,,大谷菩提樹会,おひさま保育園,080-0801,帯広市東1条南23丁目2番地,,,,42.906308,143.209526,0155-24-1078,,,,54,36,河瀬　朋恵,平成22年4月1日,2010/4/1,,2022/3/15
道内認可保育所,12076,北海道-349,北海道,帯広市,十勝,社福,社福,,帯広保育事業協会,川西保育所,089-1182,帯広市川西町西2線59番地7,,,,42.85043136,143.165122,0155-59-2756,,,,36,14,田中　寿美子,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,12076,北海道-350,北海道,帯広市,十勝,社福,社福,,帯広保育事業協会,清川保育所,080-2101,帯広市清川町西2線125番地25,,,,42.745372,143.085208,0155-60-2029,,,,21,9,黒田　輝夫,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,12076,北海道-351,北海道,帯広市,十勝,社福,社福,,帯広保育事業協会,ことぶき保育所,089-1247,帯広市昭和町東1線108番地6,,,,42.787926,143.166309,0155-64-5253,,,,51,19,佐々木　幸恵,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,16314,北海道-352,北海道,音更町,十勝,社福,社福,,大谷菩提樹会,鈴蘭保育園,080-0309,河東郡音更町中鈴蘭元町2番地10,,,,42.95487728,143.1915071,0155-31-3505,,,,84,56,須田　夕香,平成19年4月1日,2007/4/1,,2022/3/15
道内認可保育所,16314,北海道-353,北海道,音更町,十勝,町,町,,,木野北保育園,080-0302,河東郡音更町木野西通12丁目8番地,,,,42.9578,143.2012,0155-31-5578,,,,84,34,阿蘇　ゆかり,昭和25年4月1日,1950/4/1,,2022/3/15
道内認可保育所,16314,北海道-354,北海道,音更町,十勝,学校,学校,,帯広葵学園,柳町保育園,080-0122,河東郡音更町柳町仲区16番地,,,,42.9723,143.2141,0155-31-4058,,,,77,33,中田　春枝,平成31年4月1日,2019/4/1,,2022/3/15
道内認可保育所,16314,北海道-355,北海道,音更町,十勝,社福,社福,,大谷菩提樹会,木野南保育園,080-0112,河東郡音更町木野東通4丁目2番地,,,,42.943633,143.205909,0155-31-0810,,,,70,50,青木　世詩子,平成17年4月1日,2005/4/1,,2022/3/15
道内認可保育所,16322,北海道-356,北海道,士幌町,十勝,社福,社福,,温真会,中士幌保育園,080-1189,河東郡士幌町字中士幌西2線80番地25,,,,43.0996378,143.229042,01564-7-4446,,,,39,6,松浪　智子,昭和29年7月1日,1954/7/1,,2022/3/15
道内認可保育所,16357,北海道-357,北海道,新得町,十勝,町,町,,,新得保育所,081-0031,上川郡新得町西1条南3丁目1番地,,,,43.08029825,142.8318532,0156-64-5652,,,,60,40,岡田　徳彦,昭和47年1月1日,1972/1/1,,2022/3/15
道内認可保育所,16357,北海道-358,北海道,新得町,十勝,町,町,,,屈足保育園,081-0152,上川郡新得町屈足旭町東1丁目,,,,43.1008,142.9081,0156-65-2320,,,,40,20,石井　妙子,昭和55年4月1日,1980/4/1,,2022/3/15
道内認可保育所,16365,北海道-359,北海道,清水町,十勝,町,町,○,,清水町立御影こども園,089-0372,上川郡清水町御影東2条4丁目1,,,,42.9437,142.9418,0156-63-2026,,,,42,32,田中　昌樹,昭和48年4月1日,1973/4/1,,2022/3/15
